group,member_url
THPT Phong Điền CFS ,https://facebook.com/dbialol
Nét - Phu Bai Highschool ,https://facebook.com/dcviahuey
Cheetah Volleyball - CLB Bóng Chuyền Quốc Học ,https://facebook.com/ddanthuw
"Đoàn trường THPT Cao Thắng - 11 Đống Đa, TP Huế ",https://facebook.com/ddinhtien
PRC Radio of Phu Bai ,https://facebook.com/dduc.13062006
Dự án LĂNG KÍNH ,https://facebook.com/dear.clr
CLB Âm Nhạc HBT ,https://facebook.com/deeyouwhyz1402
Quoc Hoc Artsy Zone ,https://facebook.com/Dekuu.09
Trường THPT Hai Bà Trưng - Huế ,https://facebook.com/delwynlam.23
Nguyệt Quế Đỏ ,https://facebook.com/demoneh2405
THPT Phú Lộc Confessions ,https://facebook.com/denxinhdep
Thuận An Confessions ,https://facebook.com/depptry.tran.1
ALĐ Confessions ,https://facebook.com/deptraiquaxin500k
Chiến dịch tình nguyện Hoa Phượng Đỏ - Quốc Học Huế ,https://facebook.com/derus010
Trường THPT Phú Lộc- Cầu Hai ,https://facebook.com/detuhuykikalot
Gia Hội Confessions ,https://facebook.com/dgthngan
ALĐ Confessions ,https://facebook.com/dh.nau2008
CLB Cầu Lông Trường ALĐ ,https://facebook.com/dhang0408208
Nguyệt Quế Đỏ ,https://facebook.com/dhdang1103
HUNT CLUB - THPT Thuận An ,https://facebook.com/dheulwen.2502
Đoàn trường Đặng Trần Côn ,https://facebook.com/dhienzwn.08
Vi Vu Quốc Học ,https://facebook.com/dhl3926
CLB Cầu Lông Trường ALĐ ,https://facebook.com/dhlato
Đoàn Trường Thpt Nguyễn Chí Thanh - Quảng Điền - Thừa Thiên Huế ,https://facebook.com/DHNNMLTL
Khi Tôi 18 - Trường THPT Đặng Trần Côn ,https://facebook.com/dhspcfs
BK FC - THPT Đặng Huy Trứ - Thừa Thiên Huế ,https://facebook.com/dhtruconfessions
HV Confessions ,https://facebook.com/dhuowng.23
Nét - Phu Bai Highschool ,https://facebook.com/dhuvy1208
THPT Phong Điền CFS ,https://facebook.com/dhuyenxinh
Trường THPT Cao Thắng - Huế ,https://facebook.com/DiabloJonathan
"CLB Kỹ Năng - Xã Hội, Trường THPT Chuyên Quốc Học - Huế ",https://facebook.com/diba.ronan
ALĐ Confessions ,https://facebook.com/diem.ai.1042
ALĐ Confessions ,https://facebook.com/diem.huynhthingoc.7315
Đoàn Trường THPT Nguyễn Đình Chiểu - Huế ,https://facebook.com/diem.phanngoc.7121
𝙼𝚞𝚜𝚒𝚌 𝙲𝚘𝚖𝚎𝚍𝚢 ,https://facebook.com/diem.phuc.7549
THPT Thừa Lưu Confession ,https://facebook.com/diem.quynhh.39
Câu lạc bộ Tư duy phản biện - Trường THPT Hai Bà Trưng ,https://facebook.com/diem.tran.104418
Đoàn Trường THPT Phan Đăng Lưu - Huế ,https://facebook.com/diemanhhothi.diem
THPT Nguyễn Đình Chiểu - Huế ,https://facebook.com/diemchi.hoang.7165331
HBT Confessions ,https://facebook.com/diemhuong21807
Trường THPT Hai Bà Trưng - Huế ,https://facebook.com/diemkieu.nguyen.104418
Truong PTDT Tinh Confession ,https://facebook.com/diemlam205
HV Confessions ,https://facebook.com/diemm.kieuu.313
CLB Guitar Thuận Hóa ,https://facebook.com/diemphuc.nguyenthi.560
BK FC - THPT Đặng Huy Trứ - Thừa Thiên Huế ,https://facebook.com/diemquyn17
Trường THPT Nguyễn Trường Tộ - Thành phố Huế ,https://facebook.com/diemquynh.bachthi.1
Lạc Radio - ALĐ High School ,https://facebook.com/diemquynh.hothi.195
Trường THPT GIA HỘI ,https://facebook.com/diemquynh.truong.3152
Trường THPT Cao Thắng - Huế ,https://facebook.com/diemthanh.luong.3
Trường THPT Cao Thắng - Huế ,https://facebook.com/diemtrang.le.9678
Trường THPT Tố Hữu ,https://facebook.com/dien.tran.121096
Trường THPT Nam Đông ,https://facebook.com/dientran.dientran.3367
Đoàn Trường THPT Nguyễn Đình Chiểu - Huế ,https://facebook.com/diep.hoangquynh
CLB Âm Nhạc Quốc Học - Huế ,https://facebook.com/diep.ngngoc.10
Đoàn Trường THPT Hà Trung ,https://facebook.com/dieplan.chi
Cao Thắng All Stars - Confession ,https://facebook.com/dieplucyeuban
CLB Âm Nhạc HBT ,https://facebook.com/diepvu1708
𝙼𝚞𝚜𝚒𝚌 𝙲𝚘𝚖𝚎𝚍𝚢 ,https://facebook.com/dieu.doan.98
Tuổi trẻ THPT Tố Hữu ,https://facebook.com/dieu.hathi.1
"Đồng Khánh, Trưng Trắc xưa - Hai Bà Trưng nay ",https://facebook.com/dieu.khanh.3705157
Trường THPT Gia Hội ,https://facebook.com/dieu.mui.79
Trường THPT Bình Điền ,https://facebook.com/dieu.nguyenhuyen.1253
Cheetah Volleyball - CLB Bóng Chuyền Quốc Học ,https://facebook.com/dieuanh.nguyentran.731
Trường THPT Chi Lăng - Huế ,https://facebook.com/dieuanh.quang.7
Đoàn trường THPT A Lưới ,https://facebook.com/dieuanhh.nguyenlee
CLB Phát thanh Tuổi Hồng - Trường THPT Phong Điền ,https://facebook.com/dieuchuc.hothi
The Oratory - Thuan Hoa English Club ,https://facebook.com/dieudeptraiso1thegioi
Nguyễn Huệ trường tôi - TP.Huế ,https://facebook.com/dieudung.nguyen.5680
Cao Thắng All Stars - Confession ,https://facebook.com/dieuhienle271107
Trường THPT Nam Đông ,https://facebook.com/dieuhue.luong.5
Đoàn Trường Thpt Nguyễn Chí Thanh - Quảng Điền - Thừa Thiên Huế ,https://facebook.com/dieuhuyen.hoang.56
HUNT CLUB - THPT Thuận An ,https://facebook.com/dieuhuyen.hoangnguyen.33
WAF Basketball ,https://facebook.com/dieuhuyen.nt.3
CLB Bóng rổ The Beast - THPT Bùi Thị Xuân ,https://facebook.com/dieuhuyen1805
Dự án LĂNG KÍNH ,https://facebook.com/dieulinh.lethi.5494
Chiến dịch tình nguyện Hoa Phượng Đỏ - Quốc Học Huế ,https://facebook.com/dieulinh.nguyenngoc.92102
THPT Hương Trà - Hẹn ước tuổi 18 ,https://facebook.com/dieulinh.tranthi.7792
An Lương Đông - Lưu dấu khoảnh khắc ,https://facebook.com/dieulinh.weil.3386
HUNT CLUB - THPT Thuận An ,https://facebook.com/dieuly.nguyenkhoa.7
CLB Âm Nhạc Quốc Học - Huế ,https://facebook.com/dieumy.nguyen.1069
Trường THPT Thuận An - Huế ,https://facebook.com/dieumy.nguyen.9803
Lạc Radio - ALĐ High School ,https://facebook.com/dieumy.vo.969
Trường THPT Cao Thắng - Huế ,https://facebook.com/dieungan.nguyen.37819
Đoàn trường THPT Chuyên Quốc Học Huế ,https://facebook.com/dieunhi.vo.370
THPT Bình Điền Confessions ,https://facebook.com/dieuss.moons
Cheetah Volleyball - CLB Bóng Chuyền Quốc Học ,https://facebook.com/dieuthuyHLQB
"Trường THPT Thuận Hóa, Trường Đại học Sư phạm Huế ",https://facebook.com/dieutinh.nguyenthanh
Câu lạc bộ Tư duy phản biện - Trường THPT Hai Bà Trưng ,https://facebook.com/dieutrang.2109
TUỔI TRẺ HƯƠNG THỦY ,https://facebook.com/dieuuyen.phanthi.9
An Lương Đông - Lưu dấu khoảnh khắc ,https://facebook.com/dieuy.le.0910
The Oratory - Thuan Hoa English Club ,https://facebook.com/dii.tieuu.505
THPT Bình Điền Confessions ,https://facebook.com/dimx.nef
Vinh Xuân confessions ,https://facebook.com/dinh.loan.7564
TUỔI TRẺ HƯƠNG THỦY ,https://facebook.com/dinh.long.1466126
Thừa Lưu - Những điều chưa nói ,https://facebook.com/dinh.phuong.5209000
Hương Thủy Confessions ,https://facebook.com/dinhdinh1102
Đoàn trường THPT Thuận An ,https://facebook.com/dinhduong.sua.319
Đoàn TNCS HCM trường PT DTNT Tỉnh Thừa Thiên Huế ,https://facebook.com/dinhnhat2303
An Lương Đông Football Club ,https://facebook.com/dinhtrongthai
Câu lạc bộ Tư duy phản biện - Trường THPT Hai Bà Trưng ,https://facebook.com/dinhtuong21
VXAC - CLB Thiên Văn trường THPT Vinh Xuân ,https://facebook.com/dinhxuanthien173
"Đồng Khánh, Trưng Trắc xưa - Hai Bà Trưng nay ",https://facebook.com/dio.mashiu.7
THPT Thừa Lưu Confession ,https://facebook.com/dio.tung.98
Chiến dịch tình nguyện Hoa Phượng Đỏ - Quốc Học Huế ,https://facebook.com/disastrous.tragedy
Dự án LĂNG KÍNH ,https://facebook.com/disla09
Đoàn trường Trần Văn Kỷ ,https://facebook.com/diu.14022002
Đoàn Trường THPT Tam Giang ,https://facebook.com/diuhien.21.6
Cheetah Volleyball - CLB Bóng Chuyền Quốc Học ,https://facebook.com/diyucii
Câu lạc bộ Tư duy phản biện - Trường THPT Hai Bà Trưng ,https://facebook.com/dkhoa.tran22604
Đoàn Trường THPT Hương Thủy ,https://facebook.com/dkieucuti
CLB Âm Nhạc HBT ,https://facebook.com/DKMusicClub
Đoàn trường Trần Văn Kỷ ,https://facebook.com/dlinh.13091999
QH Wolves - CLB Bóng Đá Quốc Học Huế ,https://facebook.com/dls.quang
Đoàn trường Đặng Trần Côn ,https://facebook.com/dmiew.008
Cheetah Volleyball - CLB Bóng Chuyền Quốc Học ,https://facebook.com/dmnh.i14
HBT Confessions ,https://facebook.com/dncjsgk.223
"Đồng Khánh, Trưng Trắc xưa - Hai Bà Trưng nay ",https://facebook.com/dnct.tienn1404
Chiến dịch tình nguyện Hoa Phượng Đỏ - Quốc Học Huế ,https://facebook.com/dngan.235
Đoàn Trường THPT Chuyên Khoa học Huế ,https://facebook.com/dNgCyuS.d1fk
Vinh Lộc Confessions ,https://facebook.com/dngocc.656
Quoc Hoc Artsy Zone ,https://facebook.com/dngtranti
Gia Hội Confessions ,https://facebook.com/dnguyen2306
𝙼𝚞𝚜𝚒𝚌 𝙲𝚘𝚖𝚎𝚍𝚢 ,https://facebook.com/dngyn.hanh157
Vinh Lộc Confessions ,https://facebook.com/dnhboi
Cheetah Volleyball - CLB Bóng Chuyền Quốc Học ,https://facebook.com/dntnguyen.1108
Đoàn Trường THPT Vinh Xuân ,https://facebook.com/do.vantho1
Evergreen - CLB QUỐC HỌC XANH ,https://facebook.com/doan.h.my.507
Thư viện THPT Vinh Xuân ,https://facebook.com/doan.nguyenthanh.754
An Lương Đông Football Club ,https://facebook.com/doananh.thu.0108
PĐL Confessions ,https://facebook.com/doandaiduc2k1
WAF Basketball ,https://facebook.com/doandaihai21012003
"Trường THPT Thuận Hóa, Trường Đại học Sư phạm Huế ",https://facebook.com/doandung.01
Đoàn Trường THPT Nam Đông ,https://facebook.com/doangiau1923
Đoàn Trường THPT Phan Đăng Lưu - Huế ,https://facebook.com/doanh.doanh.9231
Dự án LĂNG KÍNH ,https://facebook.com/doanhamy278
PROM PĐL - Lễ tri ân và trưởng thành. ,https://facebook.com/doanho.hoangmai
An Lương Đông Football Club ,https://facebook.com/doannvantung
TUỔI TRẺ HƯƠNG THỦY ,https://facebook.com/doanphuong.pb
Trường THPT Bình Điền ,https://facebook.com/doanthanhhuyen0000
Trường THPT Hai Bà Trưng - Huế ,https://facebook.com/doanthiutlien
"Đoàn trường THPT Cao Thắng - 11 Đống Đa, TP Huế ",https://facebook.com/doanthiyentran
Trường THPT Cao Thắng - Huế ,https://facebook.com/doantruongcaothanghues
Chiến dịch tình nguyện Hoa Phượng Đỏ - Quốc Học Huế ,https://facebook.com/DoantruongQuocHoc
Lạc Radio - ALĐ High School ,https://facebook.com/DoantruongTHPTAnLuongDong
Đoàn Trường THPT Chuyên Khoa học Huế ,https://facebook.com/DoanTruongThptChuyenKhoahocHue
THPT Nguyễn Đình Chiểu - Huế ,https://facebook.com/doantruongthptnguyendinhchieu
Trường THPT Phú Lộc- Cầu Hai ,https://facebook.com/doantruongthptphuloc
Đoàn Trường THPT Vinh Xuân ,https://facebook.com/doantruongthptvinhxuan
Đoàn trường Trần Văn Kỷ ,https://facebook.com/doanvantrieu041194
Trường THPT Bình Điền ,https://facebook.com/docle.my.94
Cheetah Volleyball - CLB Bóng Chuyền Quốc Học ,https://facebook.com/docutelermon
Đoàn Trường THPT Chuyên Khoa học Huế ,https://facebook.com/DoktorCFM
CLB Cầu Lông Trường ALĐ ,https://facebook.com/dominiczen2k4
Trường THPT Thuận An - Huế ,https://facebook.com/dong.vovan.391
Lạc Radio - ALĐ High School ,https://facebook.com/donganh.lu
Trường THPT Phú Lộc- Cầu Hai ,https://facebook.com/dongthithanhthuy206
Trường THPT Vinh Xuân ,https://facebook.com/dontranvan123
QH's AMC - CLB Văn hóa Nhật Bản ,https://facebook.com/dookhahh0941
Eagle Eyes - CLB Cầu Lông Quốc Học ,https://facebook.com/dophong073
Trường THPT Cao Thắng - Huế ,https://facebook.com/doris.pham.04
Nguyễn Huệ trường tôi - TP.Huế ,https://facebook.com/dothanhnhatquang
Công Đoàn Trường THPT Đặng Huy Trứ ,https://facebook.com/dothi.thanhtra
Trường THPT Bình Điền ,https://facebook.com/dothii.thuyytienn
Đoàn Trường THPT Thừa Lưu ,https://facebook.com/doubai.phuong
THPT Nguyễn Đình Chiểu - Huế ,https://facebook.com/dovangiau3010
HV Confessions ,https://facebook.com/dphuc.712
Nguyễn Huệ trường tôi - TP.Huế ,https://facebook.com/dqbphu2502
Đoàn trường THPT Chuyên Quốc Học Huế ,https://facebook.com/dqhuong071106
HBT Confessions ,https://facebook.com/Dr.DTTrung
Truong PTDT Tinh Confession ,https://facebook.com/dragonfurry12
Đoàn Trường THPT Chuyên Khoa học Huế ,https://facebook.com/drav.0812
Vinh Xuân confessions ,https://facebook.com/Drwagn0411
Đoàn Trường THPT Hương Thủy ,https://facebook.com/DSamm2022
Đoàn Trường THPT Tố Hữu - Huyện Quảng Điền - Tỉnh Thừa Thiên Huế ,https://facebook.com/dsh120600
THPT Phong Điền CFS ,https://facebook.com/dt.khuyeen
Gia Hội Confessions ,https://facebook.com/dtan.ad181
THPT Thừa Lưu Confession ,https://facebook.com/dtdp.212
BK FC - THPT Đặng Huy Trứ - Thừa Thiên Huế ,https://facebook.com/dth2605
Truong PTDT Tinh Confession ,https://facebook.com/dtnttinhcfs
Đoàn TNCS HCM trường PT DTNT Tỉnh Thừa Thiên Huế ,https://facebook.com/dtnttTTH
CLB Kỹ năng Thanh niên trường THPT Hà Trung ,https://facebook.com/dtrzinh06
PRC Radio of Phu Bai ,https://facebook.com/dttuanhhh
Đoàn Trường THPT Chuyên Khoa học Huế ,https://facebook.com/du.nguyentuong
Đoàn trường THPT Chuyên Quốc Học Huế ,https://facebook.com/Du.Woang
Vinh Lộc Confessions ,https://facebook.com/duanthuc.888
Trường THPT Nam Đông ,https://facebook.com/dubaii.thii.9
"Đồng Khánh, Trưng Trắc xưa - Hai Bà Trưng nay ",https://facebook.com/ducanhnguyendt
PROM PĐL - Lễ tri ân và trưởng thành. ,https://facebook.com/ducbinh110
Thuận An Confessions ,https://facebook.com/ducduyet06
Gia Hội Confessions ,https://facebook.com/duckcutephomaiquee
Thuận An Confessions ,https://facebook.com/duckk206
CLB Cầu Lông Trường ALĐ ,https://facebook.com/duckthienlai.89
Trường THPT GIA HỘI ,https://facebook.com/ducngao2k3
QH Wolves - CLB Bóng Đá Quốc Học Huế ,https://facebook.com/ducphong.nguyen.988
Trường THPT Tố Hữu ,https://facebook.com/ducquy62
THPT Hương Trà - Hẹn ước tuổi 18 ,https://facebook.com/DuDuyenDang04
Đoàn Trường THPT Tam Giang ,https://facebook.com/dueuuyen1756
Cheetah Volleyball - CLB Bóng Chuyền Quốc Học ,https://facebook.com/dukeduke1209
Nguyễn Huệ trường tôi - TP.Huế ,https://facebook.com/dukesp0
HV Confessions ,https://facebook.com/Dulink2.xyz
PROM PĐL - Lễ tri ân và trưởng thành. ,https://facebook.com/dulovezoi
Chiến dịch tình nguyện Hoa Phượng Đỏ - Quốc Học Huế ,https://facebook.com/dum2nut
Nguyễn Trường Tộ Basketball ,https://facebook.com/dung.ct.372
"Trường THPT Thuận Hóa, Trường Đại học Sư phạm Huế ",https://facebook.com/dung.doan.0109
Đoàn Trường THPT Vinh Xuân ,https://facebook.com/dung.duongchi.50
Đoàn Trường THPT Nguyễn Huệ - Huế ,https://facebook.com/dung.duongphuoc
Trường THPT Chi Lăng - Huế ,https://facebook.com/dung.hoang.1905
Đoàn Trường THPT Tam Giang ,https://facebook.com/dung.hoang.3762
"Đoàn trường THPT Cao Thắng - 11 Đống Đa, TP Huế ",https://facebook.com/dung.ngo.1865
Hương Thủy Confessions ,https://facebook.com/dung.nguyentat.92775
Trường THPT Bùi Thị Xuân - Huế ,https://facebook.com/dung.nguyenthithuy.56
ALĐ Confessions ,https://facebook.com/dung.nguyenxuananh.3
𝙼𝚞𝚜𝚒𝚌 𝙲𝚘𝚖𝚎𝚍𝚢 ,https://facebook.com/dung.phanhoangphuong.12
PROM PĐL - Lễ tri ân và trưởng thành. ,https://facebook.com/dung.tranthanh.9678
Trường THPT Chi Lăng - Huế ,https://facebook.com/dung.tranviet.10441
THPT Thừa Lưu Confession ,https://facebook.com/dung.trinhthingoc.94
Đoàn Trường THPT Vinh Xuân ,https://facebook.com/dung.vovan.75641
An Lương Đông Football Club ,https://facebook.com/dung0905bo
Đoàn Trường THPT Chuyên Khoa học Huế ,https://facebook.com/dungg.hanhh.12
Trường THPT Tố Hữu ,https://facebook.com/dungg2105
Thuận An Confessions ,https://facebook.com/dungngo6903
PĐL Confessions ,https://facebook.com/dungnguyen.phuong.9828456
Phú Bài HS Confessions ,https://facebook.com/dungthu.kebay
Trường THPT Chi Lăng - Huế ,https://facebook.com/dungtrantuanh
Thuận An Confessions ,https://facebook.com/dungzaz.pham
Nguyễn Đình Chiểu-Huế Confessions ,https://facebook.com/dunxuiy
Trường THPT GIA HỘI ,https://facebook.com/Duong.01.04.99
Dự án LĂNG KÍNH ,https://facebook.com/Duong.hai.aNN
Đoàn Trường THPT Chuyên Khoa học Huế ,https://facebook.com/duong.hatranthuy
CLB Âm Nhạc Quốc Học - Huế ,https://facebook.com/duong.n.thi.77
VXAC - CLB Thiên Văn trường THPT Vinh Xuân ,https://facebook.com/duong.nguyenthithai.9
Trường THPT Phú Lộc- Cầu Hai ,https://facebook.com/duong.nguyenthuy.16940599
Hương Trà Confessions ,https://facebook.com/duong.thanh.tam272007
Đoàn Trường THPT Phan Đăng Lưu - Huế ,https://facebook.com/duong.thanhtam.37454
Trường THPT Hương Trà ,https://facebook.com/duong.tienthanh.750
Hương Trà Confessions ,https://facebook.com/duong.vanvu.161446
HV Confessions ,https://facebook.com/duongduong.tran.334
Căn Tin Trường Hai Bà Trưng-Huế ,https://facebook.com/duonghieu.yen
Đoàn Trường THPT Nguyễn Đình Chiểu - Huế ,https://facebook.com/duonghoang.diemmy
Nét - Phu Bai Highschool ,https://facebook.com/duongkhang.huynh.52
Đoàn trường Đặng Trần Côn ,https://facebook.com/DuongNhi08
Dự án Tủ sách Điệp anh đào - Trường THPT chuyên Quốc Học Huế ,https://facebook.com/duongthi.quyen.37
Phú Bài HS Confessions ,https://facebook.com/Duongthicamoanh
WAF Basketball ,https://facebook.com/duongthikieunga.176
Hương Trà Confessions ,https://facebook.com/duongthuy070902
CLB Âm Nhạc HBT ,https://facebook.com/duongvaotimemoibanggia.30
Căn Tin Trường Hai Bà Trưng-Huế ,https://facebook.com/dutchamdo
The Oratory - Thuan Hoa English Club ,https://facebook.com/duy.buicong.3139
Hương Trà Confessions ,https://facebook.com/duy.lai.50115
Đoàn Trường THPT Phan Đăng Lưu - Huế ,https://facebook.com/duy.leminh.796569
HUSC's English Club ,https://facebook.com/duy.truong.180410
Đoàn Trường THPT Nam Đông ,https://facebook.com/duy.tu.336333
Đoàn Trường THPT Hương Thủy ,https://facebook.com/duydinh27
HBT Confessions ,https://facebook.com/duyen.minh.52438174
Đoàn trường THPT Bình Điền ,https://facebook.com/duyen12345678891
Đoàn Trường THPT Hà Trung ,https://facebook.com/duyenhieu.hunghao
Thừa Lưu - Những điều chưa nói ,https://facebook.com/duyenminhe161205
THPT Thừa Lưu Confession ,https://facebook.com/duyenn.my.52035
Cheetah Volleyball - CLB Bóng Chuyền Quốc Học ,https://facebook.com/duyhung3125
"Trường THPT Thuận Hóa, Trường Đại học Sư phạm Huế ",https://facebook.com/duymaster000
Trường THPT Cao Thắng - Huế ,https://facebook.com/duyquang.hong.18
Nét - Phu Bai Highschool ,https://facebook.com/DuyQuangg.1901
Đoàn TNCS HCM trường PT DTNT Tỉnh Thừa Thiên Huế ,https://facebook.com/duyquangspt
CLB Bóng rổ The Beast - THPT Bùi Thị Xuân ,https://facebook.com/DuyTattooistDirawtattoo
Nguyễn Đình Chiểu-Huế Confessions ,https://facebook.com/duyvanhuuk6
CLB Âm Nhạc HBT ,https://facebook.com/duyyanhh2405
Humans of Quoc Hoc ,https://facebook.com/dvinhw
Đoàn trường Đặng Trần Côn ,https://facebook.com/dwn.tridatt.no7
WAF Basketball ,https://facebook.com/dxmai.395
Eagle Eyes - CLB Cầu Lông Quốc Học ,https://facebook.com/dypyeuemm
WAF Basketball ,https://facebook.com/Dyvc819z
HV Confessions ,https://facebook.com/e.leuleucaidokhongaiyeu
Công Đoàn Trường THPT Đặng Huy Trứ ,https://facebook.com/ebe.hanh.phuc.vi.codon
THPT Thừa Lưu Confession ,https://facebook.com/ebe105
Gia Hội Confessions ,https://facebook.com/ebeuyennhi
Đoàn Trường THPT Vinh Xuân ,https://facebook.com/edyoah.z
Trường THPT Chi Lăng - Huế ,https://facebook.com/ehh.nebs
Quoc Hoc Artsy Zone ,https://facebook.com/eileen.nguyen.984
Vinh Lộc Confessions ,https://facebook.com/einahul.17
Vinh Lộc Confessions ,https://facebook.com/einahul.172
Trường THPT Nguyễn Trường Tộ - Thành phố Huế ,https://facebook.com/EkitaiToukii
Nguyễn Trường Tộ Basketball ,https://facebook.com/elaineee26604
Gia Hội Confessions ,https://facebook.com/elfledahuyen
Phú Bài HS Confessions ,https://facebook.com/elsaizdabezt2611
Vi Vu Quốc Học ,https://facebook.com/elym.23
Thừa Lưu - Những điều chưa nói ,https://facebook.com/Em.08062005
Trường THPT Vinh Xuân ,https://facebook.com/em.nhii.75470
Love from HBT ,https://facebook.com/embecutimaconhocgioi
An Lương Đông Football Club ,https://facebook.com/Emdientan
Eagle Eyes - CLB Cầu Lông Quốc Học ,https://facebook.com/emnhuconrongxanh
Dự án Tủ sách Điệp anh đào - Trường THPT chuyên Quốc Học Huế ,https://facebook.com/emotionalkar
Nguyễn Huệ trường tôi - TP.Huế ,https://facebook.com/emyeuchiiilamm
THPT Phong Điền CFS ,https://facebook.com/encutecute2312
Trường THPT Bùi Thị Xuân - Huế ,https://facebook.com/ender222333
Humans of Quoc Hoc ,https://facebook.com/enfa.org
Trường THPT Cao Thắng - Huế ,https://facebook.com/englishwithmsha
Trường THPT Nam Đông ,https://facebook.com/engwann.4123
Đoàn Trường THPT Phú Bài ,https://facebook.com/Engwrk09
Truong PTDT Tinh Confession ,https://facebook.com/enhk.lag
Hương Thủy Confessions ,https://facebook.com/ennsiucutiie
Phú Bài HS Confessions ,https://facebook.com/er.huang.165
Đoàn trường THPT Chuyên Quốc Học Huế ,https://facebook.com/eren.kruger.311
QH Wolves - CLB Bóng Đá Quốc Học Huế ,https://facebook.com/esperancewqh
Trường THPT Hai Bà Trưng - Huế ,https://facebook.com/ewbsinilu
Đoàn Trường THPT Vinh Xuân ,https://facebook.com/famitibaro
THPT Bình Điền Confessions ,https://facebook.com/fanshiling.phamthilinh
Quoc Hoc Artsy Zone ,https://facebook.com/fanth1227
Đoàn Trường THPT Chuyên Khoa học Huế ,https://facebook.com/fantuan.anh.1
Câu lạc bộ Tư duy phản biện - Trường THPT Hai Bà Trưng ,https://facebook.com/faphanha
Trường THPT Thuận An - Huế ,https://facebook.com/fce.vaa.edu.vn
TUỔI TRẺ HƯƠNG THỦY ,https://facebook.com/fchuongthuy
Trường THPT Thuận An - Huế ,https://facebook.com/felixcute1509
Vinh Xuân confessions ,https://facebook.com/feqpu
Nét - Phu Bai Highschool ,https://facebook.com/FhanKhongSuy.1111
Vinh Lộc Confessions ,https://facebook.com/fighnbvc.1208
Dự án LĂNG KÍNH ,https://facebook.com/fishnstrawb
Câu lạc bộ Tư duy phản biện - Trường THPT Hai Bà Trưng ,https://facebook.com/flo.ver248
Q D 2 9 1 7 - Quốc Học Dance Club ,https://facebook.com/FoCo.10Hoa1
CLB Âm Nhạc HBT ,https://facebook.com/fpxyusei
Dự án LĂNG KÍNH ,https://facebook.com/frank.gl.2006
Hương Trà Confessions ,https://facebook.com/Freddie.Sinatra.1911
HBT Confessions ,https://facebook.com/frogg.207
PROM PĐL - Lễ tri ân và trưởng thành. ,https://facebook.com/ftou.popt
Đoàn Trường THPT Chuyên Khoa học Huế ,https://facebook.com/fucckkboizsitinh
CLB Âm Nhạc Quốc Học - Huế ,https://facebook.com/fuisandesu
Câu lạc bộ Tư duy phản biện - Trường THPT Hai Bà Trưng ,https://facebook.com/FungoMan.dev
Đoàn trường THPT Chuyên Quốc Học Huế ,https://facebook.com/FuyuraPhuong
Đoàn Trường THPT Chuyên Khoa học Huế ,https://facebook.com/fynn.227
Trường THPT Chi Lăng - Huế ,https://facebook.com/Fzinle
CLB Bóng rổ The Beast - THPT Bùi Thị Xuân ,https://facebook.com/gachanguyen.sanny
"Đoàn trường THPT Cao Thắng - 11 Đống Đa, TP Huế ",https://facebook.com/gai.hoangthi.7503
Trường THPT Hai Bà Trưng - Huế ,https://facebook.com/gai.ngothi.779
Đoàn Trường THPT Vinh Xuân ,https://facebook.com/gaming.tuong.14
Hương Trà Confessions ,https://facebook.com/gau.om.7771
Quoc Hoc Artsy Zone ,https://facebook.com/gbao.o0
"Đồng Khánh, Trưng Trắc xưa - Hai Bà Trưng nay ",https://facebook.com/ghetmatnick.duy
Trường THPT Nguyễn Trường Tộ - Thành phố Huế ,https://facebook.com/ghu.sang.3
THPT Bình Điền Confessions ,https://facebook.com/gia.hoai.5492
Boardgame QH ,https://facebook.com/giaanh.luong.735
Vinh Xuân confessions ,https://facebook.com/giabaodeptraihehe
Vinh Xuân confessions ,https://facebook.com/giabaonu.nguyen
QH Wolves - CLB Bóng Đá Quốc Học Huế ,https://facebook.com/giabaoskate
Quoc Hoc Artsy Zone ,https://facebook.com/giahan.lengoc.33865
Eagle Eyes - CLB Cầu Lông Quốc Học ,https://facebook.com/giahan.lengoc.77377
Dự án LĂNG KÍNH ,https://facebook.com/giahan.lenguyen.9849
THPT Nguyễn Đình Chiểu - Huế ,https://facebook.com/giahan.trannha.3
Dự án LĂNG KÍNH ,https://facebook.com/giahan280105
Windteam - CLB Bóng rổ trường THPT chuyên Quốc Học Huế ,https://facebook.com/giahieu.nguyen.7543
PRC Radio of Phu Bai ,https://facebook.com/giahuan.cao.587
Gia Hội Basketball - CLB Bóng Rổ THPT Gia Hội - Huế ,https://facebook.com/giahungsuyvcl
Đoàn Trường THPT Hà Trung ,https://facebook.com/giahuy.ngo.54540218
Cheetah Volleyball - CLB Bóng Chuyền Quốc Học ,https://facebook.com/giahy.hoang.7
Music CLUB Trường THPT Bùi Thị Xuân ,https://facebook.com/GiaiDieuXanh2022
WAF Basketball ,https://facebook.com/giakhiem.pham.716970
𝙼𝚞𝚜𝚒𝚌 𝙲𝚘𝚖𝚎𝚍𝚢 ,https://facebook.com/gialac.nguyen.921
Câu lạc bộ Tư duy phản biện - Trường THPT Hai Bà Trưng ,https://facebook.com/gialinh.ly1745
Chiến dịch tình nguyện Hoa Phượng Đỏ - Quốc Học Huế ,https://facebook.com/gialoi.phamthi.1
Đoàn Trường THPT Nam Đông ,https://facebook.com/giang.bienthi.7
Trường THPT Cao Thắng - Huế ,https://facebook.com/giang.lethikim.121
